gene,f_statistic,p_value
ACVR1B,35.899320863629455,2.3122855695897062e-08
CKS1B,35.892679879742104,2.3183341381447563e-08
LCMT1,35.877456408239375,2.33226045466024e-08
ACSL1,35.86408269454035,2.344564902041593e-08
COX5B,35.86297384434517,2.3455880592970407e-08
SMAD9,35.860113504924655,2.3482294486537825e-08
TMEM200A,35.809299139944045,2.39566229314981e-08
FASTKD1,35.79077980009685,2.413190826058069e-08
SNHG19,35.77366744781807,2.429503727086675e-08
SYNJ2BP,35.770082467267876,2.432935426599289e-08
VEGFA,35.767965554742865,2.4349641448406634e-08
COA6-AS1,35.745560196872866,2.456541944931983e-08
QPRT,35.719943242131414,2.4814514305826634e-08
PIK3CD,35.70384447835674,2.497237048231778e-08
POR,35.70375584339946,2.4973242415511373e-08
MYOM2,35.69475663806973,2.5061932310422055e-08
UNC119,35.68865249477409,2.5122272984505206e-08
RTL4,35.6716091451414,2.5291534240705736e-08
AC104109.2,35.63516870513517,2.5657338712305426e-08
PCDH1,35.63034640784317,2.5706148969437966e-08
SLC2A8,35.59002645009406,2.6117977281625814e-08
PTPRC,35.58855574179621,2.613312546633017e-08
YPEL4,35.543176085372885,2.6604955727863992e-08
HID1,35.51002846922889,2.6955079524866097e-08
MREG,35.50925944757242,2.6963257819950436e-08
SNX8,35.50694974616186,2.69878359364297e-08
NDUFB5,35.50539755980058,2.700436595973556e-08
IER3,35.49041538702765,2.7164449738175815e-08
CCDC51,35.48473655170892,2.7225380074171753e-08
CASKIN1,35.47433369948343,2.7337357355410935e-08
HSPA6,35.46170790344003,2.7473892851247453e-08
SH2D3A,35.44553213789278,2.7649833023195824e-08
SFXN2,35.38841778780089,2.8280282675063213e-08
NUP62CL,35.37553639264304,2.8424483923296252e-08
DPCD,35.35512083321904,2.8654562031543127e-08
INMT,35.349373850328675,2.8719670468061654e-08
AC104667.2,35.34043139107101,2.8821280652189376e-08
PRXL2A,35.33640514285909,2.8867149008956097e-08
CMTM7,35.2870708205987,2.943525524733489e-08
AC040160.1,35.28339046849938,2.9478089755131004e-08
AC096992.2,35.280632364336675,2.9510232100725014e-08
DNPH1,35.274562326776795,2.958109675594497e-08
MAGI2,35.25993658935245,2.97525575684473e-08
CAPS2,35.21742959848311,3.025664382383605e-08
AC040169.1,35.211545611369814,3.0327103469600374e-08
AC011445.1,35.206315888364195,3.0389868665622816e-08
ANXA11,35.20293648707198,3.0430497325413665e-08
ARRB2,35.17682827182626,3.0746251998940213e-08
EVPL,35.173699476271054,3.078431508687088e-08
NUMBL,35.15712227345692,3.098678567945688e-08
FAM89B,35.15235995458758,3.1045202037014244e-08
LINC01176,35.14747161357328,3.1105280866069546e-08
PAQR6,35.13967547985566,3.1201342211980655e-08
LAMTOR1,35.12702627066512,3.1357844684211104e-08
TM6SF1,35.12440375264016,3.139039173181e-08
IGDCC4,35.11387782148094,3.1521371448603125e-08
SLC25A20,35.076790681731815,3.1987317696169946e-08
RBP4,35.04025272698387,3.245322413844109e-08
INPP5D,35.00463854670233,3.2914002589465124e-08
PRDM16,34.99596875659626,3.3027177687806035e-08
ZNF280B,34.995084171426306,3.303874728423504e-08
ZNF467,34.987047275369164,3.3144052091368e-08
Metazoa_SRP,34.95487681669659,3.356900477723134e-08
EBAG9,34.88745648830049,3.4477676805116584e-08
GGT2,34.842142881825474,3.510243915884028e-08
HSPA7,34.836171456912936,3.518562567363548e-08
TMPO,34.83005083314371,3.5271098989555045e-08
TLN2,34.82684625348912,3.5315934619427586e-08
STX3,34.82123786445801,3.5394541930689835e-08
HMGCR,34.7843192013568,3.591646084611943e-08
CCDC40,34.763148980632295,3.621927291834101e-08
RABGGTA,34.759437099216925,3.62726337617663e-08
AEN,34.742727617217916,3.651383716347191e-08
AAK1,34.727237582936496,3.6738896496431825e-08
ABCB8,34.72536567189241,3.6766189551759363e-08
IGF2R,34.72501808622906,3.677125973316151e-08
AC022413.1,34.71622135095458,3.68998137332165e-08
BAD,34.71421027150321,3.692926752710506e-08
MAN1C1,34.67300243138952,3.7538087526663494e-08
DOCK2,34.64273785480887,3.799172976707089e-08
ZC3H12A,34.63953251328775,3.804010112065171e-08
FCN1,34.63868739657867,3.805286510133464e-08
CAP1,34.63413654772324,3.812167257073778e-08
RFLNB,34.62937052302664,3.819386926887893e-08
C15orf48,34.58697128242368,3.8842302453927334e-08
SLC25A35,34.57723689014003,3.899275122709474e-08
FERMT1,34.57337362038731,3.905262391231052e-08
TM4SF18,34.56661869635621,3.9157536303814145e-08
ZC2HC1C,34.56511731366663,3.918089360771091e-08
PPRC1,34.49876441136338,4.022745501825781e-08
HCST,34.45319488527731,4.0962656955251244e-08
ADAMTS9-AS2,34.42128414599984,4.148562623312707e-08
TMEM37,34.41894446298659,4.152423664577151e-08
AC245140.2,34.400784605264356,4.182516510873753e-08
ZMAT3,34.39663654260974,4.1894214009587685e-08
FH,34.38364451293833,4.211123222949663e-08
CD59,34.36059799739501,4.249902083605941e-08
IFIH1,34.357311674731775,4.255461312593197e-08
TLE1,34.34434603895551,4.27746666068765e-08
EIF2AK3-DT,34.33058894820632,4.3009420021269725e-08
SDCBP2-AS1,34.326577675529414,4.307811582462514e-08
ARMCX6,34.32496247918291,4.3105808717933023e-08
GUCY1B1,34.32128976349799,4.316884572748501e-08
RNF213-AS1,34.30649705560289,4.342369378339304e-08
NDUFA9,34.28680098787045,4.376539660737467e-08
DECR1,34.281817799845335,4.3852282073199626e-08
CRY2,34.271599028646676,4.403100354653435e-08
CRABP2,34.24352324770236,4.452586394767407e-08
SUOX,34.242143501083554,4.45503287012379e-08
EFCAB2,34.226924366059265,4.4821094328016736e-08
RHOBTB1,34.200578139510995,4.529379168255056e-08
HMBOX1,34.18609922493783,4.555572723368472e-08
MT1XP1,34.18346620205014,4.5603526313965914e-08
ZHX2,34.171483176922465,4.582170841896983e-08
ZBED3,34.15360970162081,4.6149118525681825e-08
THNSL1,34.129798594173636,4.658899998914547e-08
MTURN,34.10384797971153,4.707327111756687e-08
AL353748.3,34.10152205345706,4.7116925381768017e-08
STK40,34.062022761499264,4.786459721977267e-08
PRMT3,34.03927655827813,4.830062535836216e-08
PPP2R3A,34.03420140066744,4.8398463130677325e-08
AAMDC,34.00982293161343,4.887124659369246e-08
IL32,34.002417663791874,4.901578985718738e-08
ZNF775,33.99618813675568,4.913772099027943e-08
ENTPD8,33.962290421141,4.980663862876838e-08
PNPLA6,33.96103858878798,4.98315183547964e-08
MFSD4A,33.958864291516115,4.987476183198895e-08
FGL2,33.95277341300409,4.9996103761890806e-08
MYO6,33.94711587446435,5.010908204755028e-08
AL355607.1,33.946026157161064,5.0130873015168716e-08
AC093599.2,33.9426572034795,5.0198302700192375e-08
SPG7,33.93414897067082,5.036900666401454e-08
TRAM2-AS1,33.92064058249474,5.0641245971018724e-08
NBEAP2,33.89932186053955,5.1073941813299426e-08
AF186192.1,33.89582710081796,5.114523163354585e-08
CRYGN,33.89507172988175,5.116065380622309e-08
SLC1A1,33.86783019906072,5.17200123651701e-08
ANG,33.867801750176106,5.172059975858878e-08
SGK3,33.85646578124806,5.1955198760314165e-08
TOR2A,33.82075956840513,5.2701249366450335e-08
ANXA6,33.8202729011922,5.271149287588505e-08
MFSD3,33.803574011736586,5.306420701547146e-08
CITED4,33.800539780884705,5.3128553664380846e-08
GAS5-AS1,33.79663932967423,5.3211386912852764e-08
AC078899.3,33.75620445032772,5.407788430133349e-08
USP49,33.7048199564226,5.5199797087566044e-08
TMOD3,33.69966781503316,5.531358694801083e-08
DDX52,33.66506409187753,5.608405827557805e-08
KCNK2,33.66279506033739,5.613495975864866e-08
AC116913.1,33.64167836627102,5.6610935614870116e-08
TTC39B,33.632220962218696,5.682543865770536e-08
MPLKIP,33.631337009189096,5.6845529815572506e-08
VAV3,33.62837867948267,5.6912821620407576e-08
ZNF396,33.598626519948496,5.7594108134191354e-08
BCKDHB,33.57564329738755,5.812607667645069e-08
PYGL,33.5637802124309,5.840261440510627e-08
AC234917.3,33.56157663852868,5.845412879586827e-08
AC092718.5,33.49961748073861,5.992168961982606e-08
ATP1B2,33.47468570655945,6.052275996459254e-08
C11orf71,33.47017214123748,6.063223043832646e-08
LOXL3,33.46946164586083,6.064948091146175e-08
RBM17,33.446479138113894,6.121018888665693e-08
ESYT1,33.441650472859756,6.132866415601806e-08
SLC15A3,33.43451859238593,6.150407805334268e-08
CPEB4,33.42872416978412,6.164697234805784e-08
OSBPL10,33.414863073448096,6.199016952956606e-08
FAM83A,33.385461899226414,6.272459059971088e-08
XPNPEP3,33.36649358438183,6.320310284374213e-08
TMED4,33.316725710667455,6.447634512886072e-08
C1orf112,33.30766323289615,6.471099274920126e-08
ADAT2,33.29407343880028,6.50644936631267e-08
DYNLL2,33.28326413847932,6.534707159126115e-08
P3H3,33.27751017243666,6.549800183876905e-08
DHODH,33.26333083575452,6.587145224939519e-08
BX539320.1,33.246237365622484,6.632453843814325e-08
CTBS,33.228943202115055,6.678617483869781e-08
CPNE4,33.18845418692297,6.787979764697277e-08
AP001528.1,33.15935973191798,6.867689635221195e-08
CCDC157,33.13205342717469,6.943367693370484e-08
CYB5D2,33.12411280961669,6.965533721047685e-08
ESRRA,33.12402517596669,6.965778749757188e-08
LINC01534,33.10926138009331,7.007184742882913e-08
RNASET2,33.10621876433709,7.015749055180363e-08
TAF11,33.093913400598495,7.050494906630142e-08
EDNRB,33.07550796558829,7.102792545059254e-08
MS4A7,33.07425270415709,7.106373633440141e-08
TCIM,33.05758338680594,7.154103625772905e-08
HACL1,33.02691250937831,7.242779706573354e-08
SEPHS2,33.025898820538,7.24572953432943e-08
OSM,33.02224882277539,7.256361141975822e-08
AC006978.1,32.99321018736681,7.341512053432224e-08
TEX264,32.99060524774634,7.349200168302123e-08
MAPRE2,32.984291574912966,7.367868129965964e-08
TBILA,32.980630627071655,7.37871475630063e-08
LINC01273,32.96207556116055,7.433940172897028e-08
AL031722.1,32.933224791016386,7.520646128915276e-08
CAPN2,32.91911133689559,7.563436126711772e-08
AP5M1,32.91802901015123,7.56672780763616e-08
RAB11FIP1,32.91190897643284,7.585368139128424e-08
SAXO2,32.905498274254654,7.604943941924924e-08
RIOX2,32.90238742435204,7.614461807571805e-08
AC107308.1,32.89704761480864,7.630827627674571e-08
COPZ1,32.8786499330502,7.68748898016342e-08
PGP,32.87322546364034,7.704276971339105e-08
HERC6,32.8620673293957,7.738927367602489e-08
PTPRK,32.861639261894716,7.740259842484709e-08
AL592148.3,32.8548070327252,7.76155864235091e-08
SNN,32.83683757273675,7.817862063557866e-08
LPCAT4,32.80865884695914,7.906992936021744e-08
PIM2,32.799252228326246,7.936976446667183e-08
AC090559.1,32.790677189645564,7.964410194933939e-08
PAG1,32.78673911350148,7.97704145218274e-08
AL512353.1,32.766588210726866,8.041994884289065e-08
AC233723.2,32.76103444706865,8.059991123423413e-08
SLA2,32.74413576580046,8.115001750765352e-08
ARHGAP4,32.72959958868608,8.16262754779032e-08
CMBL,32.72755911829505,8.169335617707868e-08
INPP5J,32.71686491241054,8.204584880536356e-08
AL606760.1,32.709207706811405,8.229918993737534e-08
CYTH4,32.69646208158689,8.272265124634451e-08
FAM117A,32.69384677379938,8.280981639968445e-08
TRAPPC12,32.686114781577416,8.306806215818128e-08
H3C10,32.685306423602384,8.309510834014458e-08
TRBV5-4,32.68286336836346,8.31769030337489e-08
TMEM63A,32.6825116112173,8.318868678803672e-08
GPSM3,32.66803291981311,8.36751966508502e-08
EXOC3-AS1,32.62289739917713,8.521050993445552e-08
METRN,32.62179205067383,8.52484669018265e-08
CSGALNACT1,32.59939395985192,8.602132409988317e-08
ERI1,32.59924052805138,8.602664287771272e-08
ALDH7A1,32.59768576584936,8.608055826002834e-08
AC107032.2,32.57141063500414,8.699693944545725e-08
AC097448.1,32.56221056285937,8.732014799726351e-08
ZNRD2-AS1,32.56178905568197,8.733498526899222e-08
SCAMP1-AS1,32.56065730517515,8.737483617939712e-08
ATAD3C,32.54268234478547,8.801025472538156e-08
SORCS2,32.52180807636923,8.87540739691599e-08
LIPA,32.50240062961984,8.945136884974186e-08
ZNF503-AS2,32.49154129719308,8.984396839112602e-08
ELK1,32.487986129860865,8.997288001157092e-08
C3orf33,32.466306689079325,9.076307171481568e-08
AC133550.3,32.45047008068908,9.134476324897216e-08
MEX3A,32.445127110268395,9.154187036890322e-08
EPM2A,32.43366323175327,9.196624662087237e-08
CYCSP10,32.42259166826223,9.23780020732139e-08
SUGT1P3,32.41461824592305,9.267569916184811e-08
ZNF271P,32.411302947207865,9.279976716660128e-08
MZF1-AS1,32.41002980295891,9.284745682705733e-08
PLIN2,32.40663666447388,9.297467955457208e-08
SEC11C,32.40064412503011,9.31997983696813e-08
BCL9,32.39868266820685,9.327360399886967e-08
AC078899.1,32.39223232134294,9.35167374683918e-08
GPR68,32.37234188811238,9.427054126577861e-08
AC008105.3,32.36840798941311,9.442035890052135e-08
MFAP5,32.3551345960493,9.492765146349608e-08
MED20,32.35438795667247,9.495626942234903e-08
HSD17B4,32.34480744068777,9.532426199496193e-08
FOXJ1,32.334783536819884,9.57108404424085e-08
CBX8,32.321641676550655,9.622008518528864e-08
STBD1,32.32007021570346,9.628116345992866e-08
POLR3B,32.317984753441465,9.636228050846454e-08
SMTN,32.28451848767655,9.767356202094489e-08
PNPLA2,32.28206438998778,9.777043124338053e-08
BBS4,32.2706560492963,9.822203264582632e-08
DPYSL3,32.27057992110745,9.82250533204176e-08
PIK3IP1-DT,32.26621907923392,9.839824429861643e-08
HDHD5-AS1,32.25917421322165,9.867868873885416e-08
TLCD2,32.24298201323075,9.93263634465333e-08
CCDC80,32.23303282758768,9.972646860637174e-08
MPV17L2,32.21854527635035,1.0031202115475606e-07
MAML2,32.21782633621625,1.0034117004875645e-07
PCCB,32.18260858362047,1.01779660885788e-07
PKIB,32.17683878532545,1.0201732661944352e-07
KDM7A-DT,32.164419271686064,1.02530822773258e-07
CRAT,32.16131439551018,1.0265960755581239e-07
DMRT3,32.139043996297,1.0358818661696314e-07
TIGIT,32.12498825520485,1.041786492592356e-07
MANF,32.120227702341744,1.0437940985685915e-07
SP140L,32.114895834914044,1.0460473163977764e-07
MED9,32.102332336194515,1.0513761922479932e-07
PIK3R3,32.08673887472258,1.0580287199830253e-07
HS2ST1,32.08583144967182,1.0584171657973422e-07
AC024075.2,32.060642142321264,1.0692582536423143e-07
AC015914.1,32.04088268233581,1.0778415325471249e-07
MAPK13,32.02869280515483,1.0831716423678014e-07
DUS1L,32.02347596430844,1.0854609389677716e-07
CD36,32.017876917173716,1.0879234419491181e-07
SIRPG,32.0155312482513,1.0889567753035016e-07
LYRM9,32.00342553662937,1.0943055976586693e-07
PYROXD2,32.001741145971394,1.0950519514922582e-07
GAB2,31.98666809159215,1.1017539479121429e-07
AGL,31.96742330158805,1.1103716067003051e-07
PLAAT3,31.938496899762846,1.1234539581743757e-07
AP000866.1,31.931888519897107,1.1264646522064052e-07
AL022345.4,31.928096836713976,1.128195803987624e-07
TMEM218,31.906973947765074,1.1378895049818586e-07
GGA3,31.9040461695145,1.139239797211444e-07
AP3S1,31.8830418414993,1.1489749768221017e-07
RABGGTB,31.86661747072965,1.1566464231027943e-07
MAST3,31.860816093478796,1.159368564501195e-07
AC107294.3,31.84227025768551,1.1681145565057584e-07
USP40,31.821124836500555,1.1781685151042247e-07
AP001462.1,31.820690545058167,1.1783759277175466e-07
STK26,31.816465161248715,1.1803958648595294e-07
KRT27,31.794218802455056,1.1910890105083496e-07
MAGOH2P,31.79371233596872,1.1913335988913486e-07
ANGPTL4,31.785531144641833,1.1952916454066322e-07
IL1R1,31.761544927646206,1.2069735155757602e-07
MIR3907,31.730459705663545,1.222285986550847e-07
PCDHGC3,31.71671116934541,1.2291214397508686e-07
AC010329.1,31.71345520245383,1.2307459254897826e-07
PCCA-DT,31.68098200945551,1.247067803457797e-07
TSN,31.672956438570893,1.2511355358511568e-07
RNF14,31.654505406924294,1.2605387064884008e-07
TRIM52-AS1,31.622239937872923,1.2771554717162915e-07
RAB11FIP4,31.62102734276876,1.277784292257325e-07
CFAP43,31.613092781432307,1.281906741619004e-07
SDHD,31.608858508490222,1.2841122249256457e-07
HSPA5,31.6063009119891,1.2854462586051113e-07
GFUS,31.603017310779254,1.287161043730579e-07
ARHGAP45,31.570268976168745,1.304391139342661e-07
ATP5MC3,31.567237846382767,1.3059977595934192e-07
C4orf33,31.551867695350854,1.3141756345638897e-07
Z93930.2,31.53844820444085,1.3213582808912843e-07
ACAT1,31.53390919731023,1.3237967779207212e-07
STMP1,31.53365060373829,1.3239358404329536e-07
FRMD6,31.53014077834578,1.3258247731055057e-07
POP5,31.514262011525435,1.334404838262593e-07
SLC16A10,31.501908613952953,1.3411190780647334e-07
SNPH,31.479670351226364,1.3532927369831677e-07
AC084375.1,31.478919197308972,1.3537058928683362e-07
HLA-E,31.473353821478618,1.3567710120322822e-07
HNRNPF,31.46215266866047,1.3629614733893359e-07
ID1,31.453821323897955,1.367584550178273e-07
TIMM21,31.43517973699299,1.3779867386724927e-07
PTGER4,31.43271089403329,1.3793704079624444e-07
AC002310.5,31.430912717412827,1.3803790913021993e-07
MMD,31.414677262533534,1.3895204209011656e-07
PRAM1,31.410492377411824,1.3918866892858605e-07
CAMK1D,31.372895900604718,1.4133298956696357e-07
NECTIN3,31.357514481585564,1.4221994298505462e-07
CANX,31.355567786039973,1.423326006235631e-07
FMC1,31.32990467503282,1.4382628257421578e-07
MTAP,31.323998750669773,1.4417228204572791e-07
DUSP23,31.31377913034041,1.4477300427783034e-07
SLC45A3,31.30315633927226,1.454001282339371e-07
TNKS2-AS1,31.299486272292317,1.4561743579945136e-07
ARHGEF4,31.283830368390582,1.4654815627881485e-07
SLC25A34,31.27995588809934,1.4677942234568642e-07
MRPL14,31.26717142315184,1.4754516206605488e-07
ANO10,31.262793884232384,1.478082938164212e-07
C1QBP,31.2529888618413,1.4839940474710216e-07
SLC25A38,31.24503496132999,1.4888068657293986e-07
TRPM2,31.21156055720336,1.5092367608786376e-07
ILVBL,31.20948147389657,1.5105150341395865e-07
BLVRB,31.190204352872424,1.522419742886654e-07
CRTC3-AS1,31.183151172893844,1.5267993224380928e-07
CA2,31.17931732617969,1.529185280890496e-07
CKMT1B,31.170202060954953,1.53487334222998e-07
AVPI1,31.16271094825729,1.5395640393852178e-07
TEAD1,31.15122947769412,1.5467817308634656e-07
SVIL,31.149784336101412,1.547692641113101e-07
DPYD,31.144078189592236,1.5512947150460106e-07
CITED1,31.140944903897758,1.553276270334822e-07
MLLT3,31.119855075688946,1.566681171897381e-07
PAXIP1-AS1,31.119128457246415,1.567145111967527e-07
ARMC6,31.10375047093562,1.5769967235662881e-07
NUBPL,31.101333446328514,1.578550871000138e-07
KRBA2,31.09896227307562,1.5800770520737602e-07
LRRN2,31.09664705497792,1.5815686684650185e-07
SNX4,31.089385074028137,1.586256628192032e-07
DMD,31.05878090193344,1.6061691438180023e-07
IER2,31.054816688676492,1.6087670090150338e-07
AC084809.2,31.053923651847487,1.6093528327136244e-07
HAS3,31.043710272751838,1.6160681868650895e-07
TMA7,31.042554787029342,1.6168297203610476e-07
ULBP2,31.041703317257948,1.6173911232698045e-07
AL589765.4,31.037116197712123,1.620418984996916e-07
AC009831.1,31.030827089872687,1.624579681212677e-07
SIGLEC10,30.9988656192157,1.6458932900853552e-07
SPAAR,30.98734708108046,1.653644102513089e-07
UQCRH,30.981266196524242,1.6577509085901266e-07
C6orf52,30.97934853385214,1.6590481811673745e-07
OMD,30.953297885403664,1.676773881566921e-07
CAST,30.94541479728066,1.6821757204982895e-07
AC068620.1,30.933127398586624,1.6906309607915598e-07
SLC25A11,30.92585030049282,1.6956588978884463e-07
PTGIS,30.923652190604486,1.6971806227794817e-07
MIR6730,30.915431702218136,1.7028839074345607e-07
INPPL1,30.908735595483307,1.7075440189059746e-07
MAPK8,30.883635788051798,1.725127983383056e-07
DACT1,30.862474801695928,1.7400958150912244e-07
PARVA,30.857891886115127,1.743354845186819e-07
TRIM69,30.85268156639263,1.747067592382269e-07
COQ6,30.85016804061036,1.748861548774721e-07
HNRNPLP2,30.84412684520804,1.753180956327393e-07
LINC01184,30.8216067205573,1.7693786599180894e-07
LILRB2,30.818969506333225,1.7712854333490768e-07
COLEC11,30.799491274325174,1.785433673235034e-07
MTHFD2,30.791496185555335,1.7912742732558938e-07
